day,hour,beta0,alpha,rho,o2,o2_pred,year,month,yday,par,wspeed,temp,do_eq,sch_conv,nhour,T_S,proc_err,gamma_1,gamma_2,k0,k1,k2,sig_obs,temp_ref,z,do,type,seed,D_M
1,17,378.359454258733,1.487563638768814,88.61885933626635,12594.353062690281,12620.754134275467,2012,6,163,772.370967154362,3.2,11.04,10193.1209510929,0.4126635800067667,24,1,15.492277593000836,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12779.765789930687,fixed_all,4,1
1,18,378.359454258733,1.487563638768814,88.61885933626635,12566.086439850278,12589.31889893649,2012,6,163,706.0783135046669,3.5,11.16,10160.55507444799,0.4113594886925368,24,1,-62.36701938468104,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12751.231017251645,fixed_all,4,1
1,19,378.359454258733,1.487563638768814,88.61885933626635,12546.479020702118,12569.816974988793,2012,6,163,609.4002209928761,3.6,11.254999999999999,10134.890155525594,0.41033323144385203,24,1,-111.43347921100394,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12671.26553293369,fixed_all,4,1
1,20,378.359454258733,1.487563638768814,88.61885933626635,12654.910614430559,12655.770066989802,2012,6,163,499.1997379189994,5.2,11.27,10130.847163093415,0.41017168524171954,24,1,45.78622910192644,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12748.572305197113,fixed_all,4,1
1,21,378.359454258733,1.487563638768814,88.61885933626635,12724.599020079188,12735.920337270756,2012,6,163,373.56554650590977,4,11.245000000000001,10137.58690024586,0.4104410036965459,24,1,-40.87795518256644,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12716.515840168884,fixed_all,4,1
1,22,378.359454258733,1.487563638768814,88.61885933626635,12723.89627036513,12721.982597061746,2012,6,163,263.4408666270947,4.6,11.245000000000001,10137.58690024586,0.4104410036965459,24,1,38.514057366475754,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12773.745875510504,fixed_all,4,1
1,23,378.359454258733,1.487563638768814,88.61885933626635,13103.10203890101,13073.433598149899,2012,6,163,142.43740575979254,4.4,11.205,10148.385224233149,0.41087269176035457,24,1,5.161500525668089,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12777.026326603489,fixed_all,4,1
1,24,378.359454258733,1.487563638768814,88.61885933626635,13269.750437151348,13250.771725268407,2012,6,163,83.43048061082833,1.2,11.17,10157.848671634567,0.41125120640654905,24,1,116.57834438255122,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12865.778269142422,fixed_all,4,1
2,1,378.359454258733,1.487563638768814,88.61885933626635,12982.597604342576,12925.56951855985,2012,6,164,21.926633970033947,3.1,11.16,10160.55507444799,0.4113594886925368,24,1,-24.588751017709,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12819.081004566397,fixed_all,4,2
2,2,378.359454258733,1.487563638768814,88.61885933626635,12893.674912701777,12841.290151550998,2012,6,164,6.112946736016033,2,11.205,10148.385224233149,0.41087269176035457,24,1,105.72966746416387,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12863.036244208832,fixed_all,4,2
2,3,378.359454258733,1.487563638768814,88.61885933626635,12343.562870809592,12294.906447802392,2012,6,164,5.4408088456907135,2.6,11.21,10147.034440210793,0.4108186782881967,24,1,19.575782462970892,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12822.054084316058,fixed_all,4,2
2,4,378.359454258733,1.487563638768814,88.61885933626635,12149.546325889114,12112.1863050106,2012,6,164,14.413800088693412,2,11.15,10163.262616510185,0.4114678311528919,24,1,14.957212858053026,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12772.006730867388,fixed_all,4,2
