year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
2012,6,173,8,367.196811557317,2.7,12.195,9886.370317468516,0.40046487949345244,11639.110374293236,1,11
2012,6,173,9,435.3392745746966,2.2,12.23,9877.303582874029,0.4001072647620885,11673.656187777033,1,11
2012,6,173,10,557.9297188902328,1.8,12.295,9860.50024059305,0.3994449550587088,11757.05292814048,1,11
2012,6,173,11,708.877407561289,1.1,12.365,9842.454884635988,0.39873435258558737,11711.332834862818,1,11
2012,6,173,12,615.3704197688975,3.3,12.425,9827.029012611478,0.3981274467459625,11736.240438071784,1,11
2012,6,173,13,475.680367108163,1.8,12.5,9807.800439182893,0.3973716349832991,11869.657536737164,1,11
2012,6,173,14,518.5001553399173,2.6,12.53,9800.125686767666,0.3970701848165237,11966.592794970753,1,11
2012,6,173,15,561.7002642358867,1.3,12.620000000000001,9777.15840415239,0.39616882076526344,12005.830854697735,1,11
2012,6,173,16,338.25355634384255,1.7,12.695,9758.084053234854,0.3954210923574419,11950.474734564072,1,11
2012,6,173,17,410.1183210782942,2.5,12.75,9744.133630338307,0.39487471854646733,12032.23279605345,1,11
2012,6,173,18,323.83744969557733,6.5,12.785,9735.272530992199,0.39452788684661744,12034.652978439042,1,11
2012,6,173,19,308.02086128185374,5.1,12.82,9726.424191123859,0.39418172287888315,11961.665868824444,1,11
